id,mvt_id,name,brand,categories,names,city_fips,city_name,geometry_wkt,institutional
ff82e58c-1c87-406e-a65d-e532dd554e24,24676166,Sundial Oceanfront Suites,NA,"{""primary"":""hotel"",""alternate"":[""holiday_rental_home"",""travel""]}","{""primary"":""Sundial Oceanfront Suites"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36428 43.52687),FALSE
c0ec3ac7-b327-48aa-b667-9e022a3f9e6e,24676167,Old Orchard Beach Cabana,NA,"{""primary"":""beach"",""alternate"":[""accommodation"",""park""]}","{""primary"":""Old Orchard Beach Cabana"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36407 43.52683),FALSE
a5f6cea9-598a-475e-a2fe-b32ee4297fba,24676192,Deluxe Oceanfront Motel & Cottages,NA,"{""primary"":""hotel"",""alternate"":[""motel"",""accommodation""]}","{""primary"":""Deluxe Oceanfront Motel & Cottages"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36316 43.52844),FALSE
a5593369-2e03-45d7-9e1b-bc9c0081edc7,24676202,Old Orchard Beach Pier,NA,"{""primary"":""beach"",""alternate"":[""restaurant""]}","{""primary"":""Old Orchard Beach Pier"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.35982 43.53257),FALSE
df11482a-f3a1-41f7-8b60-ee652f19af7a,24676201,Rumorz Bistro,NA,"{""primary"":""bar_and_grill_restaurant"",""alternate"":[""bar"",""american_restaurant""]}","{""primary"":""Rumorz Bistro"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.35977 43.53244),FALSE
e318acfd-e2d4-4977-ac4e-ef6292707a72,24676199,Water's Edge - Beachfront Tiki Bar,NA,"{""primary"":""tiki_bar"",""alternate"":[""bar"",""professional_services""]}","{""primary"":""Water's Edge - Beachfront Tiki Bar"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36024 43.5312),FALSE
e39c2d07-33d7-473f-84fa-c95833f523a9,24676200,Royal Anchor Beach Resort,NA,"{""primary"":""hotel"",""alternate"":[""accommodation"",""motel""]}","{""primary"":""Royal Anchor Beach Resort"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36018 43.53142),FALSE
f1e60b28-ddba-4f1c-b5d6-cf22f22de710,24676197,Southern Maine Poker,NA,"{""primary"":""social_service_organizations"",""alternate"":[""printing_services""]}","{""primary"":""Southern Maine Poker"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36192 43.53054),FALSE
d6c54ffe-6b8a-4075-9772-f657d1da426a,24676196,Ocean Village Condos,NA,"{""primary"":""hotel"",""alternate"":[""structure_and_geography""]}","{""primary"":""Ocean Village Condos"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36142 43.53013),FALSE
390014c9-b6fb-43ac-97b4-55c8b3f9ea44,24676198,Ocean Walk Hotel,NA,"{""primary"":""hotel"",""alternate"":[""motel"",""travel""]}","{""primary"":""Ocean Walk Hotel"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36089 43.53047),FALSE
b6df6711-89c4-4517-81f1-314f2b55e719,24676194,Sunspray,NA,"{""primary"":""landmark_and_historical_building"",""alternate"":[""tanning_salon"",""real_estate""]}","{""primary"":""Sunspray"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.36184 43.52926),FALSE
dd143508-ab8e-4b46-81b7-8eaeaa022757,24676203,Grand Beach Inn,NA,"{""primary"":""hotel"",""alternate"":[""beach"",""travel""]}","{""primary"":""Grand Beach Inn"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.3596 43.53267),FALSE
6f2f6410-1d29-464f-a5dd-2c752476c35b,24676205,The Red Squirrel Lodge,NA,"{""primary"":""hotel"",""alternate"":[""lodge"",""holiday_rental_home""]}","{""primary"":""The Red Squirrel Lodge"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.358 43.53414),FALSE
224fafd0-26c3-4536-affd-a36f56f1a87a,24676204,Grand Atlantic,NA,"{""primary"":""landmark_and_historical_building"",""alternate"":[""hotel"",""real_estate""]}","{""primary"":""Grand Atlantic"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.35862 43.53283),FALSE
7eeac8b6-0750-474d-b3a0-741d520dbd01,24676206,Diplomat Condominium Association,NA,"{""primary"":""landmark_and_historical_building"",""alternate"":[""real_estate"",""accommodation""]}","{""primary"":""Diplomat Condominium Association"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.35705 43.53409),FALSE
317ac99e-8c3a-49f2-b5ae-8c55bac29b39,24676207,Kirb Side Auto Salvage,NA,"{""primary"":""automotive_parts_and_accessories"",""alternate"":[""recycling_center"",""automotive""]}","{""primary"":""Kirb Side Auto Salvage"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.37276 43.5426),FALSE
ebdaf0b1-131a-4678-931b-708c300922c0,24676189,Royal Anchor Resort,NA,"{""primary"":""hotel"",""alternate"":[""amusement_park"",""water_park""]}","{""primary"":""Royal Anchor Resort"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.37723 43.5328),FALSE
4b4d0796-eb9b-4d77-bdcb-1205e511a1b8,24676190,Seacoast Resort,NA,"{""primary"":""campground"",""alternate"":[""mobile_home_park"",""attractions_and_activities""]}","{""primary"":""Seacoast Resort"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.37446 43.53633),FALSE
80108de3-747b-47bf-9675-7f317a7b62bf,24676187,Everlastings & More Florist,NA,"{""primary"":""flowers_and_gifts_shop"",""alternate"":[""shopping""]}","{""primary"":""Everlastings & More Florist"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.38598 43.53901),FALSE
254f7a2b-c650-45dd-8097-cb21391c1e22,24676188,"MacDonald Excavation Contractors serving Southern Maine, York County and Cumberland County",NA,"{""primary"":""contractor"",""alternate"":[""excavation_service"",""construction_services""]}","{""primary"":""MacDonald Excavation Contractors serving Southern Maine, York County and Cumberland County"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.38575 43.53914),FALSE
57662b17-e818-43fa-84e6-e7f6557d1021,24676181,Bryan's Auto Service,NA,"{""primary"":""automotive_repair"",""alternate"":[""tire_dealer_and_repair"",""automotive""]}","{""primary"":""Bryan's Auto Service"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.38558 43.53821),FALSE
9a331afa-bd8d-41fd-ac48-60282886021c,24676182,Stonehenge Hardscapes,NA,"{""primary"":""landscaping"",""alternate"":[""home_improvement_store"",""professional_services""]}","{""primary"":""Stonehenge Hardscapes"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.38543 43.5383),FALSE
6a1dfaac-b7c6-4b99-a3a8-ec97b225a870,24676180,Auto-Tech Ltd,NA,"{""primary"":""automotive_repair"",""alternate"":[""professional_services""]}","{""primary"":""Auto-Tech Ltd"",""common"":null,""rules"":null}",2355120,"Old Orchard Beach, Maine",POINT (-70.38538 43.53789),FALSE
